id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens, ,',+,",",-,.,/,2,[,],_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
2765,Marketing Data Analyst - Marketo/Salesforce,Semperis,Anywhere,via LinkedIn,"['14 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",14 hours ago,Full-time,True,00:20.8,,,,,,,,,"['power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0
2766,Data Intelligence Analyst,Channel Bakers,Anywhere,via LinkedIn,"['11 hours ago', '65K to 75K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,True,00:20.8,65K to 75K,a year,70000,65000,75000,,70000,70000,"['looker', 'jira', 'tableau', 'powerpoint', 'sql', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
2767,"Clinical Data Analyst, Registry (Part-Time, Remote)",Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Part-time']",15 hours ago,Part-time,True,00:20.8,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,Senior Data Analyst/Strategy Advisor-Remote-2350,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:20.8,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,Mobility Energy Solutions - Energy Data Analyst (Remote),Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:20.8,,,,,,,,,"['excel', 'python']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
2770,Sr. Analyst - Business Analytics,Ally,United States,via LinkedIn,"['7 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,,00:20.8,,,,,,,,,"['sas', 'snowflake', 'powerpoint', 'sql', 'power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0
2771,Senior Analyst,"Vizient, Inc",Anywhere,via LinkedIn,"['6 hours ago', 'Work from home', 'Full-time', 'Health insurance']",6 hours ago,Full-time,True,00:20.8,,,,,,,,,"['spreadsheet', 'sql', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
2772,Clinical Data Analyst,"TechnoGen, Inc.",Anywhere,via LinkedIn,"['8 hours ago', 'Work from home', 'Contractor']",8 hours ago,Contractor,True,00:20.8,,,,,,,,,['sql'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2773,Data Analyst,Waterborne Environmental,"Columbia, MO",via SimplyHired,"['6 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,,00:21.7,,,,,,,,,"['javascript', 'excel', 'sas', 'c', 'sql', 'r', 'python', 'spss']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
2774,Data Analyst,A&K Railroad Materials Inc,"Kansas City, KS",via Indeed,"['53 minutes ago', 'Full-time', 'No degree mentioned']",53 minutes ago,Full-time,,00:21.7,,,,,,,,,"['power_bi', 'excel', 'c++', 'sql', 'selenium', 'vba', 'powerpoint']",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2775,Amazon Data Analyst - Flexible(Remote) Work Location,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:21.7,,,,,,,,,"['tableau', 'power_bi', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
2776,Senior Data Analyst,Ryder System,"Jefferson City, MO",via Nexxt,"['9 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,,00:21.7,,,,,,,,,"['sql', 'power_bi', 'excel', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2777,Data Analyst,Purple Drive Technologies,"Overland Park, KS",via SimplyHired,"['19 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",19 hours ago,Full-time,,00:21.7,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,Data Analyst - Remote,Optibus,Anywhere,via ZipRecruiter,"['14 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",14 hours ago,Full-time,True,00:21.7,,,,,,,,,"['github', 'go']",1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2779,Data Analyst - Healthcare,InvestM Technology LLC,Anywhere,via LinkedIn,"['14 hours ago', '90K to 110K a year', 'Work from home', 'Full-time']",14 hours ago,Full-time,True,00:21.7,90K to 110K,a year,100000,90000,110000,,100000,100000,"['power_bi', 'sql', 'r', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
2780,Data Analyst IV (Healthcare Analytics),Corporate,"Jefferson City, MO",via Big Country Jobs,"['3 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",3 hours ago,Full-time,,00:21.7,,,,,,,,,"['python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
2781,Data Analyst,AMN HEALTHCARE,United States,via WJTV Jobs,"['14 hours ago', '24.50 to 29.25 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",14 hours ago,Full-time,,00:21.7,24.50 to 29.25,an hour,26.875,24.5,29.25,26.875,,55900,"['outlook', 'excel', 'word', 'sql', 'r', 'python', 'spss', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
2782,Data Analyst Writer,Upwork,Anywhere,via Upwork,"['13 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:21.7,,,,,,,,,['word'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2783,"Research Data Analyst, Senior",Diaconia LLC,United States,via Adzuna,"['15 hours ago', '65K to 80K a year', 'Full-time']",15 hours ago,Full-time,,00:22.8,65K to 80K,a year,72500,65000,80000,,72500,72500,"['matlab', 'spreadsheet', 'tableau', 'python', 'vba']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
2784,COOP - Data Analyst,Ryder System,"Jefferson City, MO",via Nexxt,"['9 hours ago', 'Full-time']",9 hours ago,Full-time,,00:22.8,,,,,,,,,"['tableau', 'power_bi', 'bigquery', 'sql', 'gcp', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
2785,Data Analyst II (Healthcare Analytics),Radancy,"Jefferson City, MO",via Recruit.net,"['4 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",4 hours ago,Full-time,,00:22.8,,,,,,,,,"['excel', 'sql', 'python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2786,Data Analyst II,Utah State University,Anywhere,via Indeed,"['18 hours ago', 'Work from home', 'Full-time']",18 hours ago,Full-time,True,00:22.8,,,,,,,,,['spss'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2787,Senior Financial Data Analyst (Remote) - Medical School Financial...,Washington University in St. Louis,"Jefferson City, MO","via Higher Education Recruitment Consortium (HERC), HERC Jobs","['19 hours ago', 'Full-time', 'Health insurance']",19 hours ago,Full-time,,00:22.8,,,,,,,,,"['crystal', 'visual_basic', 'word', 'sql', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
2788,Accounting Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time', 'Health insurance']",15 hours ago,Full-time,True,00:22.8,,,,,,,,,"['sas', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2789,Data Analyst IV (Healthcare Analytics),Corporate,"Kansas City, MO",via Big Country Jobs,"['3 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",3 hours ago,Full-time,,00:22.8,,,,,,,,,"['python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
2790,Senior Data Analyst,H&R Block,"Kansas City, MO",via Jobs Market,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:22.8,,,,,,,,,"['power_bi', 'r']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
2791,Senior Data Analyst,CVS Health,"Wichita, KS",via BeBee,"['43 minutes ago', 'Full-time']",43 minutes ago,Full-time,,00:22.8,,,,,,,,,"['tableau', 'power_bi', 'sql', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
2792,Data Analyst,Spectra Infosystems,United States,via Trabajo.org,"['19 hours ago', 'Full-time', 'No degree mentioned']",19 hours ago,Full-time,,00:22.8,,,,,,,,,"['java', 'sql', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
2793,Auditing & Data Analytics Program Analyst,PINKERTON,United States,via My ArkLaMiss Jobs,"['4 hours ago', '75K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",4 hours ago,Full-time,,00:23.6,75K,a year,75000,,,,75000,75000,['power_bi'],0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
2794,Data Analyst II (Healthcare Analytics) Remote,Corporate,"Kansas City, MO",via Big Country Jobs,"['16 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",16 hours ago,Full-time,,00:23.6,,,,,,,,,"['python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
2795,Data Analyst,Acacia,United States,via Trabajo.org,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:23.6,,,,,,,,,"['spreadsheet', 'excel', 'qlik', 'sql', 'tableau', 'python', 'powerpoint', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
2796,Data Analyst I,Mount Sinai Medical Center,United States,via BeBee,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:08.0,,,,,,,,,['outlook'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2797,Data Analyst - Swisslog,Swisslog,United States,via Swisslog,"['4 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",4 hours ago,Full-time,,00:08.0,,,,,,,,,"['power_bi', 'excel', 'word', 'sql', 'r', 'tableau', 'python', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
2798,Sr. Data Architect Analyst contract - Remote,Engineersmind corp,United States,via SimplyHired,"['2 hours ago', 'Full-time', 'No degree mentioned', 'Paid time off']",2 hours ago,Full-time,,00:08.0,,,,,,,,,"['sql', 'ssis']",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2799,Data Analyst IV (Healthcare Analytics),Radancy,"Kansas City, MO",via Recruit.net,"['4 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",4 hours ago,Full-time,,00:08.0,,,,,,,,,"['excel', 'sql', 'python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2800,Sr Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:08.0,,,,,,,,,"['power_bi', 'sql', 'tableau', 'python', 'azure']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
2801,Statistician needed to help with research project data analysis,Upwork,Anywhere,via Upwork,"['5 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor']",5 hours ago,Contractor,True,00:08.0,16 to 45,an hour,30.5,16,45,30.5,,63440,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,HR Data Analyst- REMOTE,Ryder System,"Jefferson City, MO",via Nexxt,"['9 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,,00:08.0,,,,,,,,,"['tableau', 'sharepoint', 'powerpoint', 'word', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0
2803,Senior Data Analyst,Walmart,"Bentonville, AR",via Trabajo.org,"['11 hours ago', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,,00:08.0,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,Data Analyst Intern Graduate Level  to  Summer 2032,"Elevance Health, Inc.",United States,via Adzuna,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:08.0,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,Data Quality Analyst,"Albano Systems, Inc.",Anywhere,via LinkedIn,"['12 hours ago', '60 to 70 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:08.0,60 to 70,an hour,65,60,70,65,,135200,"['sql', 'redshift']",1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
2806,Senior Data Analyst,Humana,"Tulsa, OK",via BeBee,"['9 hours ago', 'Full-time']",9 hours ago,Full-time,,00:09.8,,,,,,,,,"['power_bi', 'excel', 'java', 'word', 'sas', 'c', 'r', 'python', 'scala', 'azure', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2807,[Long-term] Retail data analysis | ID-POS | EDA,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:09.8,,,,,,,,,['python'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
2808,Data Analyst,World Wide Technology,"Tulsa, OK",via Trabajo.org,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:09.8,,,,,,,,,"['tableau', 'outlook', 'powerpoint', 'power_bi', 'word', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0
2809,Principal Data Analyst,Syneos Health,United States,via BeBee,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:09.8,,,,,,,,,"['spark', 'azure', 'sql', 'unix', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
2810,Data Analyst,Goodwill Industries of Greater New York,United States,via Trabajo.org,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:09.8,,,,,,,,,"['power_bi', 'excel', 'sql', 'python', 'visual_basic']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2811,Data Analyst,Quess US,United States,via BeBee,"['20 hours ago', 'Full-time', 'No degree mentioned']",20 hours ago,Full-time,,00:09.8,,,,,,,,,"['sql', 'azure']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1
2812,Data Analyst - Now Hiring,"Belflex - Little Rock, AR","Little Rock, AR",via Snagajob,"['20 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance']",20 hours ago,Full-time,,00:09.8,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,Data Products  to  Senior Business Analyst @ Chainlink Labs,MyWeb3job,Anywhere,via LinkedIn,"['2 hours ago', 'Work from home', 'Full-time']",2 hours ago,Full-time,True,00:09.8,,,,,,,,,"['postgres', 'golang', 'solidity', 'typescript', 'aws']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0
2814,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:09.8,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
2815,GA4 expert,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:09.8,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,Data Analyst II,Corporate,"Columbia, MO",via Trabajo.org,"['7 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,,00:11.6,,,,,,,,,"['python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
2817,Data Analyst,Baltimore County Public Schools,United States,via BeBee,"['9 hours ago', 'Full-time']",9 hours ago,Full-time,,00:11.6,,,,,,,,,"['tableau', 'sql', 'spss', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0
2818,Data Manufacturing Analyst,Colgate-Palmolive,"Topeka, KS",via ZipRecruiter,"['15 hours ago', 'Full-time', 'Health insurance']",15 hours ago,Full-time,,00:11.6,,,,,,,,,"['sap', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2819,Senior Data Analyst and Product Manager - Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:11.6,,,,,,,,,"['excel', 'word', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
2820,Data Analyst,Arthur Lawrence,United States,via Trabajo.org,"['13 hours ago', 'Full-time']",13 hours ago,Full-time,,00:11.6,,,,,,,,,"['excel', 'sql', 'tableau']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
2821,Data Analyst,Trigyn Technologies Limited,United States,via BeBee,"['15 hours ago', 'No degree mentioned']",15 hours ago,,,00:11.6,,,,,,,,,"['excel', 'word']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
2822,Senior Data Analyst,AFL,United States,via Trabajo.org,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,00:11.6,,,,,,,,,"['sql', 'c']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2823,Data Analytics Expert,Peace Corps,United States,via LinkedIn,['14 hours ago'],14 hours ago,,,00:11.6,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,Online Data Analyst,TELUS International AI,United States,via BeBee,"['16 hours ago', 'Part-time', 'No degree mentioned']",16 hours ago,Part-time,,00:11.6,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,Design and improve Excel Sales Spreadsheet,Upwork,Anywhere,via Upwork,"['9 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:11.6,16 to 45,an hour,30.5,16,45,30.5,,63440,['spreadsheet'],0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2826,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Haysville, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:13.4,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
2827,Data Analyst,Preferred Homecare of NY Corporate,United States,via Trabajo.org,"['13 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,,00:13.4,,,,,,,,,['excel'],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2828,Investment Data Analyst,Western & Southern Financial Group,United States,via BeBee,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:13.4,,,,,,,,,"['crystal', 'tableau', 'microstrategy', 'sql', 'ssis']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
2829,Data Scientist,National Insurance Crime Bureau,Anywhere,via LinkedIn,"['5 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Paid time off']",5 hours ago,Full-time,True,00:13.4,,,,,,,,,"['docker', 'numpy', 'nosql', 'sql', 'git', 'scikit-learn', 'pytorch', 'pandas', 'python', 'aws']",1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
2830,Data Analyst IV,Corporate,"Kansas City, MO",via Trabajo.org,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,00:13.4,,,,,,,,,"['excel', 'sql']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2831,Medicare Advantage Financial Performance Data Analyst (Remote),Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time', 'Health insurance']",15 hours ago,Full-time,True,00:13.4,,,,,,,,,"['outlook', 'sql', 'excel', 'r']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0
2832,2022 Aftermarket Data Analyst,Textron,"Wichita, KS",via BeBee,"['9 hours ago', 'Full-time']",9 hours ago,Full-time,,00:13.4,,,,,,,,,"['alteryx', 'power_bi', 'excel', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0
2833,Complete my Python code using pandas/numpy,Upwork,Anywhere,via Upwork,"['24 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",24 hours ago,Contractor,True,00:13.4,16 to 45,an hour,30.5,16,45,30.5,,63440,"['python', 'word', 'numpy', 'excel']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
2834,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Warr Acres, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:13.4,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
